record_id,player_id,team_name,player_role,map_played,match_type,kills,assists,deaths,accuracy_percent,reaction_time_ms,fatigue_index,performance_score,win_probability,match_outcome,mvp_award,player_name,player_country,kd,rating,team_id,map_id,match_type_id,map_type,active_duty,best_of,match_date,date_year,date_month,date_quarter,date_day_of_week
2158,186,ENCE,AWPer,Overpass,Final,11,15,13,31.14,192.63,0.62,33.37,0.84,Win,No,sergej,Finland,1.14,1.08,3,5,2,Bomb Defusal,0,5,25/07/2023,2023,7,3,Tuesday
2159,61,forZe,IGL,Mirage,Semi-Final,23,8,11,51.27,196.65,0.83,60.34,1,Win,Yes,xsepower,Russia,1.25,1.12,4,1,3,Bomb Defusal,1,3,29/11/2022,2022,11,4,Tuesday
2160,159,Liquid,Rifler,Dust2,Semi-Final,14,9,15,30.92,175.69,0.76,29.86,0.67,Win,No,EliGE,United States,1.11,1.09,4,3,3,Bomb Defusal,1,3,24/10/2022,2022,10,4,Monday
2161,218,OG,IGL,Mirage,Qualifier,15,4,15,46.59,199.56,0.08,41.5,0.93,Win,No,flameZ,Israel,1.09,1.07,5,1,4,Bomb Defusal,1,1,27/06/2024,2024,6,2,Thursday
2162,299,Isurus,Rifler,Nuke,Final,16,14,6,39.84,223.46,0.27,57.22,1,Win,No,L!nKz^,Chile,1.11,1.06,1,4,2,Bomb Defusal,1,5,30/07/2023,2023,7,3,Sunday
2163,411,100PG,Rifler,Inferno,Playoff,9,9,11,48.37,205.05,0.27,37.48,0.81,Win,No,smiley,Kazakhstan,1.09,1.04,3,2,1,Bomb Defusal,1,3,29/06/2023,2023,6,2,Thursday
2164,64,ViCi,Rifler,Dust2,Semi-Final,13,6,4,47.32,187.32,0.51,46.56,0.88,Win,No,Freeman,Hong Kong,1.18,1.12,5,3,3,Bomb Defusal,1,3,08/11/2022,2022,11,4,Tuesday
2165,115,NASR,Rifler,Mirage,Semi-Final,21,10,12,50.81,214.25,0.57,59.7,1,Win,No,Nami,United Arab Emirates,1.14,1.1,5,1,3,Bomb Defusal,1,3,02/06/2023,2023,6,2,Friday
2166,162,Dignitas,Entry Fragger,Overpass,Final,15,5,14,31.96,191.97,0.27,34.28,0.89,Win,No,k0nfig,Denmark,1.09,1.09,2,5,2,Bomb Defusal,0,5,22/05/2022,2022,5,2,Sunday
2167,20,Akuma,AWPer,Mirage,Playoff,15,4,12,44.09,182.15,1,34.05,0.74,Win,No,SENSEi,Ukraine,1.33,1.16,3,1,1,Bomb Defusal,1,3,07/09/2023,2023,9,3,Thursday
2168,426,Alpha Red,Rifler,Mirage,Final,14,8,13,29.79,209.51,0.14,36.49,0.76,Loss,No,Kntz,Thailand,1.08,1.04,3,1,2,Bomb Defusal,1,5,27/04/2024,2024,4,2,Saturday
2169,174,SK,AWPer,Mirage,Playoff,18,10,11,39.12,239.58,0.44,50.16,1,Win,No,fer,Brazil,1.11,1.09,2,1,1,Bomb Defusal,1,3,12/12/2022,2022,12,4,Monday
2170,115,NASR,Rifler,Mirage,Qualifier,18,13,8,35.61,239.72,0.05,58.3,0.88,Win,No,Nami,United Arab Emirates,1.14,1.1,3,1,4,Bomb Defusal,1,1,20/05/2024,2024,5,2,Monday
2171,220,EXTREMUM,Entry Fragger,Inferno,Qualifier,18,12,16,48.74,138.55,0.83,48.07,1,Win,No,Liazz,Australia,1.14,1.07,3,2,4,Bomb Defusal,1,1,30/08/2022,2022,8,3,Tuesday
2172,278,Energy,AWPer,Overpass,Semi-Final,18,6,11,47.31,224.41,0.29,51.76,1,Win,No,flexeeee,South Africa,1.09,1.06,4,5,3,Bomb Defusal,0,3,22/06/2023,2023,6,2,Thursday
2173,141,Triumph,IGL,Overpass,Final,14,5,14,61.43,220.01,0.11,48.62,0.9,Win,No,cynic,United States,1.15,1.09,3,5,2,Bomb Defusal,0,5,30/11/2023,2023,11,4,Thursday
2174,331,AGO,Entry Fragger,Dust2,Playoff,16,8,12,46.48,191.69,0.68,44.44,0.87,Win,No,rallen,Poland,1.1,1.05,2,3,1,Bomb Defusal,1,3,02/03/2022,2022,3,1,Wednesday
2175,244,CLG Red,AWPer,Mirage,Qualifier,19,10,17,44.06,218.41,0.25,50.53,0.82,Win,No,di^,United States,1.12,1.07,3,1,4,Bomb Defusal,1,1,05/01/2023,2023,1,1,Thursday
2176,233,fnatic,AWPer,Overpass,Semi-Final,12,9,6,35.82,203.16,0.48,40.11,0.89,Win,No,Brollan,Sweden,1.09,1.07,1,5,3,Bomb Defusal,0,3,30/06/2022,2022,6,2,Thursday
2177,481,AVANT,Rifler,Nuke,Final,22,5,13,58.58,225.17,0.24,62.89,1,Loss,Yes,zedzke,Australia,1.05,1.03,6,4,2,Bomb Defusal,1,5,25/01/2024,2024,1,1,Thursday
2178,489,Young Ninjas,Rifler,Overpass,Qualifier,11,10,11,51.16,223.78,0.28,43.78,0.88,Win,No,phzy,Sweden,1.09,1.03,3,5,4,Bomb Defusal,0,1,06/01/2024,2024,1,1,Saturday
2179,44,Secret fe,AWPer,Nuke,Final,10,8,13,39.05,213.13,0.45,30.02,0.72,Win,No,zAAz,Sweden,1.16,1.13,5,4,2,Bomb Defusal,1,5,29/12/2022,2022,12,4,Thursday
2180,446,MVP PK,Rifler,Overpass,Group Stage,16,14,14,33.67,206.06,0.59,42.94,1,Win,No,stax,Korea,1.08,1.04,4,5,5,Bomb Defusal,0,1,22/06/2022,2022,6,2,Wednesday
2181,330,Wings Up,AWPer,Mirage,Semi-Final,16,8,19,45.3,248.06,0.56,38.05,0.86,Win,No,lan,China,1.07,1.05,5,1,3,Bomb Defusal,1,3,05/06/2022,2022,6,2,Sunday
2182,445,SAW,Entry Fragger,Dust2,Qualifier,10,9,7,39.42,206.31,0.66,35.11,0.54,Loss,No,JUST,Portugal,1.06,1.04,1,3,4,Bomb Defusal,1,1,10/10/2022,2022,10,4,Monday
2183,126,Bren,Rifler,Nuke,Qualifier,12,5,12,47.25,178.12,0.6,34.62,0.86,Win,No,witz,Philippines,1.17,1.1,1,4,4,Bomb Defusal,1,1,31/05/2023,2023,5,2,Wednesday
2184,325,madlikewizards,IGL,Inferno,Semi-Final,13,8,7,47.43,262.07,0.5,45.72,0.97,Win,No,smooth_criminal22,Australia,1.06,1.05,3,2,3,Bomb Defusal,1,3,24/02/2022,2022,2,1,Thursday
2185,252,Torpedo,IGL,Nuke,Semi-Final,19,7,12,46.33,186.05,0.63,49.87,0.99,Win,No,downie,Sweden,1.13,1.07,1,4,3,Bomb Defusal,1,3,22/10/2022,2022,10,4,Saturday
2186,313,ENCE,AWPer,Dust2,Final,17,14,12,54.14,218.57,0.32,59.87,1,Win,No,suNny,Finland,1.07,1.06,5,3,2,Bomb Defusal,1,5,28/04/2022,2022,4,2,Thursday
2187,132,ENCE,IGL,Inferno,Semi-Final,14,7,8,48.76,231.48,0.41,47.28,1,Win,No,allu,Finland,1.16,1.1,6,2,3,Bomb Defusal,1,3,15/05/2022,2022,5,2,Sunday
2188,96,Apeks,Entry Fragger,Dust2,Semi-Final,21,8,5,52.48,209.95,0.19,69.34,1,Win,Yes,FREDDyFROG,Sweden,1.18,1.11,5,3,3,Bomb Defusal,1,3,21/03/2024,2024,3,1,Thursday
2189,205,OCG,Rifler,Mirage,Final,16,5,8,25.29,223.9,0.64,35.24,0.72,Win,No,KmZ,United States,1.07,1.08,3,1,2,Bomb Defusal,1,5,28/03/2022,2022,3,1,Monday
2190,411,100PG,Rifler,Overpass,Qualifier,19,9,8,45.49,234.59,0.16,60.15,1,Win,Yes,smiley,Kazakhstan,1.09,1.04,3,5,4,Bomb Defusal,0,1,19/08/2023,2023,8,3,Saturday
2191,374,Rogue,AWPer,Inferno,Playoff,15,13,6,56.35,177.68,0.5,60.17,1,Win,Yes,SicK,United States,1.07,1.05,4,2,1,Bomb Defusal,1,3,27/06/2022,2022,6,2,Monday
2192,29,mouz NXT,AWPer,Nuke,Semi-Final,16,7,6,46.11,236.58,0.39,52.16,1,Loss,No,torzsi,Hungary,1.23,1.16,2,4,3,Bomb Defusal,1,3,12/06/2024,2024,6,2,Wednesday
2193,175,TYLOO,Entry Fragger,Mirage,Semi-Final,10,8,7,48.17,233.49,0.67,38.38,0.87,Win,No,Summer,China,1.14,1.08,5,1,3,Bomb Defusal,1,3,25/06/2023,2023,6,2,Sunday
2194,59,FURIA,IGL,Overpass,Final,11,8,3,33.76,155.59,0.28,41.08,1,Win,No,yuurih,Brazil,1.19,1.12,4,5,2,Bomb Defusal,0,5,08/02/2023,2023,2,1,Wednesday
2195,235,spray'n'pray,Entry Fragger,Mirage,Group Stage,19,5,12,46.2,236.86,0.81,46,0.92,Win,No,smike,Ukraine,1.08,1.07,2,1,5,Bomb Defusal,1,1,22/11/2023,2023,11,4,Wednesday
2196,240,MIBR,AWPer,Overpass,Group Stage,15,3,8,40.29,223.99,0.7,38.14,0.78,Win,No,shz,Brazil,1.12,1.07,6,5,5,Bomb Defusal,0,1,21/04/2022,2022,4,2,Thursday
2197,330,Wings Up,Rifler,Nuke,Final,14,7,16,34.9,254.71,0.47,31.75,0.59,Win,No,lan,China,1.07,1.05,1,4,2,Bomb Defusal,1,5,02/11/2023,2023,11,4,Thursday
2198,222,eUnited,Rifler,Overpass,Playoff,9,6,10,54.23,214.94,0.1,40.11,0.89,Win,No,dapr,United States,1.1,1.07,6,5,1,Bomb Defusal,0,3,18/01/2024,2024,1,1,Thursday
2199,496,SKADE,Rifler,Inferno,Qualifier,18,7,8,53.7,201.27,0.47,57.15,0.98,Win,No,KalubeR,Bulgaria,1.05,1.03,4,2,4,Bomb Defusal,1,1,03/02/2024,2024,2,1,Saturday
2200,11,BIG,Entry Fragger,Inferno,Group Stage,9,6,13,30.5,234.56,0.37,22.55,0.88,Win,No,smooya,United Kingdom,1.26,1.18,5,2,5,Bomb Defusal,1,1,16/12/2022,2022,12,4,Friday
2201,388,Swole Patrol,Entry Fragger,Nuke,Semi-Final,18,15,6,43.92,229.37,0.01,66.86,1,Win,Yes,Zellsis,United States,1.07,1.05,3,4,3,Bomb Defusal,1,3,27/02/2024,2024,2,1,Tuesday
2202,149,Nemiga,AWPer,Inferno,Qualifier,18,7,9,32.65,202.66,0.8,42.33,0.93,Win,No,lollipop21k,Belarus,1.12,1.09,1,2,4,Bomb Defusal,1,1,18/01/2022,2022,1,1,Tuesday
2203,464,Hard Legion,IGL,Dust2,Group Stage,11,4,11,38.59,233.16,0.93,25,0.84,Win,No,rAge,Ukraine,1.11,1.03,5,3,5,Bomb Defusal,1,1,06/07/2023,2023,7,3,Thursday
2204,213,paiN,Rifler,Inferno,Semi-Final,16,9,6,34.72,168.7,0.92,43.16,0.87,Win,No,hardzao,Brazil,1.14,1.08,4,2,3,Bomb Defusal,1,3,04/03/2022,2022,3,1,Friday
2205,274,ViCi,AWPer,Overpass,Final,18,6,6,43.39,267.88,0.6,51.7,0.95,Win,No,JeXeN,China,1.1,1.06,6,5,2,Bomb Defusal,0,5,13/08/2023,2023,8,3,Sunday
2206,362,The Fundamentals,Rifler,Nuke,Final,16,12,12,44.02,215.82,0.11,52.91,0.91,Win,No,Temperature,United States,1.05,1.05,5,4,2,Bomb Defusal,1,5,11/04/2023,2023,4,2,Tuesday
2207,291,Epsilon,AWPer,Inferno,Semi-Final,19,9,16,38.38,237.6,0.98,40.39,0.79,Win,No,frei,United Kingdom,1.09,1.06,4,2,3,Bomb Defusal,1,3,29/12/2023,2023,12,4,Friday
2208,183,Paquetá,Rifler,Dust2,Final,14,6,15,30.73,265.91,0.66,27.77,0.87,Win,No,nython,Brazil,1.13,1.08,1,3,2,Bomb Defusal,1,5,14/05/2022,2022,5,2,Saturday
2209,188,RONIN,Entry Fragger,Overpass,Qualifier,13,12,8,41.07,248.67,0.31,47.43,1,Win,No,REOVA,Turkey,1.14,1.08,6,5,4,Bomb Defusal,0,1,06/03/2022,2022,3,1,Sunday
2210,54,G2,IGL,Dust2,Playoff,7,7,7,69.02,267.08,0.71,41.41,0.86,Win,No,kennyS,France,1.21,1.13,2,3,1,Bomb Defusal,1,3,22/01/2024,2024,1,1,Monday
2211,340,North,Rifler,Inferno,Group Stage,26,5,6,44.79,246.45,0.92,64.19,1,Win,Yes,cajunb,Denmark,1.1,1.05,6,2,5,Bomb Defusal,1,1,04/06/2023,2023,6,2,Sunday
2212,37,BOOT-d[S],Entry Fragger,Mirage,Playoff,18,5,17,53.13,176.04,0.2,48.56,0.93,Win,No,Benkai,Singapore,1.2,1.14,5,1,1,Bomb Defusal,1,3,18/06/2023,2023,6,2,Sunday
2213,54,G2,Entry Fragger,Overpass,Qualifier,14,6,12,40.14,194.21,0.93,32.77,0.86,Loss,No,kennyS,France,1.21,1.13,1,5,4,Bomb Defusal,0,1,04/11/2022,2022,11,4,Friday
2214,387,Ground Zero,IGL,Overpass,Playoff,14,17,6,46.7,179.23,0.24,59.95,1,Win,No,zemp,Australia,1.04,1.05,3,5,1,Bomb Defusal,0,3,21/10/2022,2022,10,4,Friday
2215,43,Chiefs,Entry Fragger,Dust2,Qualifier,13,7,12,54.32,204.11,0.04,47.76,1,Win,No,Texta,Australia,1.16,1.13,2,3,4,Bomb Defusal,1,1,14/08/2022,2022,8,3,Sunday
2216,229,Demolition Crew,Rifler,Inferno,Group Stage,12,6,8,55.4,223.08,0.54,44.3,0.93,Win,No,ayken,Germany,1.09,1.07,4,2,5,Bomb Defusal,1,1,28/08/2023,2023,8,3,Monday
2217,226,LDLC,Entry Fragger,Inferno,Qualifier,7,11,15,54.09,197.41,0.45,32.55,0.78,Win,No,hAdji,France,1.11,1.07,6,2,4,Bomb Defusal,1,1,02/07/2022,2022,7,3,Saturday
2218,419,QuetzaL,Entry Fragger,Overpass,Final,11,8,14,42.52,228.62,0.83,28.96,0.89,Win,No,Chuti,Mexico,1.04,1.04,6,5,2,Bomb Defusal,0,5,08/04/2022,2022,4,2,Friday
2219,286,Sparta,Rifler,Overpass,Qualifier,15,8,6,60.15,235.65,0.31,58.98,0.89,Win,No,Ethan,United States,1.09,1.06,4,5,4,Bomb Defusal,0,1,15/11/2023,2023,11,4,Wednesday
2220,331,AGO,Rifler,Mirage,Qualifier,17,8,6,49.93,224.92,0.36,57.37,1,Win,No,rallen,Poland,1.1,1.05,6,1,4,Bomb Defusal,1,1,28/08/2023,2023,8,3,Monday
2221,36,Nexus,Entry Fragger,Dust2,Qualifier,10,10,12,61.86,175.6,0.17,47.23,1,Win,No,XELLOW,Romania,1.18,1.14,5,3,4,Bomb Defusal,1,1,05/02/2024,2024,2,1,Monday
2222,329,BIG,AWPer,Dust2,Final,21,13,14,53.94,227.32,0.47,63.27,1,Win,Yes,tabseN,Germany,1.05,1.05,1,3,2,Bomb Defusal,1,5,17/08/2022,2022,8,3,Wednesday
2223,89,Evil Geniuses,Rifler,Mirage,Semi-Final,21,8,11,55.6,226.91,0.62,60.6,1,Win,Yes,CeRq,Bulgaria,1.19,1.11,6,1,3,Bomb Defusal,1,3,10/02/2024,2024,2,1,Saturday
2224,201,GODSENT,Entry Fragger,Nuke,Final,9,11,9,45.44,182.2,0.98,32.92,0.8,Win,No,b4rtiN,Brazil,1.13,1.08,4,4,2,Bomb Defusal,1,5,03/02/2024,2024,2,1,Saturday
2225,40,Virtus.pro,Entry Fragger,Nuke,Semi-Final,15,9,11,38.29,207.14,0.25,44.64,1,Win,No,Jame,Russia,1.3,1.14,5,4,3,Bomb Defusal,1,3,15/07/2022,2022,7,3,Friday
2226,192,VG.CyberZen,AWPer,Overpass,Group Stage,19,6,10,37.6,223.2,0.68,46,1,Win,No,Savage,China,1.14,1.08,3,5,5,Bomb Defusal,0,1,25/03/2022,2022,3,1,Friday
2227,16,Space Soldiers,IGL,Dust2,Group Stage,9,6,8,52.63,264.67,0.61,36.21,0.98,Win,No,XANTARES,Turkey,1.2,1.17,6,3,5,Bomb Defusal,1,1,19/04/2024,2024,4,2,Friday
2228,356,Paquetá,Entry Fragger,Nuke,Group Stage,22,8,14,41.96,278.71,0.07,58.28,0.98,Win,No,KHTEX,Brazil,1.1,1.05,2,4,5,Bomb Defusal,1,1,21/10/2022,2022,10,4,Friday
2229,229,Demolition Crew,Entry Fragger,Inferno,Playoff,14,9,13,40.78,193.75,0.23,42.09,1,Win,No,ayken,Germany,1.09,1.07,6,2,1,Bomb Defusal,1,3,07/04/2023,2023,4,2,Friday
2230,208,Bren,Rifler,Overpass,Group Stage,16,12,12,59.47,245.12,0.59,55.84,1,Win,No,Papichulo,Philippines,1.11,1.08,3,5,5,Bomb Defusal,0,1,23/06/2022,2022,6,2,Thursday
2231,352,Smoke Criminals,Rifler,Dust2,Final,9,9,7,40.14,216.94,0.13,38.77,0.68,Win,No,lainNy,Latvia,1.05,1.05,6,3,2,Bomb Defusal,1,5,03/04/2024,2024,4,2,Wednesday
2232,131,Royal Bandits,Entry Fragger,Mirage,Group Stage,22,7,7,43.15,265.74,0.73,58.28,1,Win,No,mini,Turkey,1.11,1.1,6,1,5,Bomb Defusal,1,1,08/02/2024,2024,2,1,Thursday
2233,159,Liquid,Entry Fragger,Overpass,Semi-Final,16,8,7,41.43,212.04,0.39,49.82,0.96,Win,No,EliGE,United States,1.11,1.09,2,5,3,Bomb Defusal,0,3,06/06/2023,2023,6,2,Tuesday
2234,460,CLG,Rifler,Overpass,Final,25,9,9,59.45,226.87,0.38,75.92,1,Win,Yes,tarik,United States,1.05,1.03,5,5,2,Bomb Defusal,0,5,27/03/2024,2024,3,1,Wednesday
2235,429,Virtus.pro,Rifler,Mirage,Group Stage,15,8,12,47.01,228.77,0.42,45.3,0.78,Win,No,Snax,Poland,1.08,1.04,6,1,5,Bomb Defusal,1,1,26/09/2022,2022,9,3,Monday
2236,441,Lemondogs,Entry Fragger,Nuke,Semi-Final,21,10,9,43.43,260.45,0.88,55.92,0.96,Win,No,Delpan,Sweden,1.05,1.04,5,4,3,Bomb Defusal,1,3,25/07/2023,2023,7,3,Tuesday
2237,288,Secret fe,Rifler,Dust2,Playoff,18,12,4,42.04,199.39,0.26,62.42,1,Loss,Yes,juliano,Sweden,1.09,1.06,2,3,1,Bomb Defusal,1,3,11/03/2022,2022,3,1,Friday
2238,266,GOSU,Entry Fragger,Nuke,Final,27,17,7,52.92,168.45,0.31,87.36,1,Win,Yes,Jinx,Korea,1.09,1.07,5,4,2,Bomb Defusal,1,5,08/01/2024,2024,1,1,Monday
2239,264,Aperture,Rifler,Mirage,Qualifier,15,9,9,26.33,229.52,0.56,37.56,0.9,Win,No,Konvict,South Africa,1.11,1.07,2,1,4,Bomb Defusal,1,1,19/09/2022,2022,9,3,Monday
2240,241,SMASH,AWPer,Inferno,Playoff,16,9,14,47.33,214.22,0.61,44.56,1,Win,No,fejtZ,Estonia,1.1,1.07,5,2,1,Bomb Defusal,1,3,28/02/2024,2024,2,1,Wednesday
2241,39,Legacy,IGL,Overpass,Group Stage,18,12,15,55.2,266.62,0.21,58.5,1,Win,No,dizzyLife,Australia,1.22,1.14,6,5,5,Bomb Defusal,0,1,05/09/2023,2023,9,3,Tuesday
2242,182,ENCE,AWPer,Mirage,Playoff,20,8,12,42.2,181.2,0.45,52.6,1,Win,No,Spinx,Israel,1.13,1.08,4,1,1,Bomb Defusal,1,3,10/06/2023,2023,6,2,Saturday
2243,357,New4,Rifler,Dust2,Playoff,15,7,6,40.24,201.26,0.23,48.82,0.92,Win,No,Mr.six,China,1.04,1.05,4,3,1,Bomb Defusal,1,3,07/04/2023,2023,4,2,Friday
2244,168,TYLOO,IGL,Mirage,Semi-Final,12,5,10,41.95,249.23,0.87,31.28,0.84,Win,No,Attacker,China,1.13,1.09,2,1,3,Bomb Defusal,1,3,26/07/2023,2023,7,3,Wednesday
2245,347,Invictus,IGL,Inferno,Qualifier,7,9,10,36.47,236.48,0.11,30.13,0.74,Win,No,bottle,China,1.06,1.05,1,2,4,Bomb Defusal,1,1,17/05/2022,2022,5,2,Tuesday
2246,76,Renegades,Entry Fragger,Inferno,Playoff,15,9,9,43.04,215.45,0.51,46.42,0.95,Win,No,INS,Australia,1.17,1.12,4,2,1,Bomb Defusal,1,3,11/11/2023,2023,11,4,Saturday
2247,396,ALTERNATE aTTaX,Rifler,Inferno,Group Stage,15,11,11,49.59,193.33,0.71,47.7,0.95,Win,No,PANIX,Germany,1.07,1.05,4,2,5,Bomb Defusal,1,1,18/09/2023,2023,9,3,Monday
2248,87,Lucid Dream,Entry Fragger,Dust2,Group Stage,19,10,11,27.59,248.3,0.66,44.2,0.89,Win,No,PTC,Thailand,1.18,1.11,1,3,5,Bomb Defusal,1,1,30/10/2022,2022,10,4,Sunday
2249,437,c0ntact,Entry Fragger,Inferno,Qualifier,18,10,7,40.99,217.78,0.45,55,1,Win,No,rigoN,Switzerland,1.01,1.04,2,2,4,Bomb Defusal,1,1,17/11/2022,2022,11,4,Thursday
2250,413,GamerLegion,Rifler,Nuke,Final,15,9,10,42.97,244.89,0.75,42.98,0.96,Loss,No,iM,Romania,1.04,1.04,4,4,2,Bomb Defusal,1,5,09/05/2023,2023,5,2,Tuesday
2251,128,Born Of Fire,AWPer,Dust2,Qualifier,7,11,13,48.67,263.44,0.44,31.94,1,Win,No,Zac,Vietnam,1.13,1.1,2,3,4,Bomb Defusal,1,1,17/02/2022,2022,2,1,Thursday
2252,478,Ghost,Rifler,Inferno,Qualifier,12,8,8,48.83,241.95,0.75,40.91,1,Win,No,Subroza,Canada,1.03,1.03,2,2,4,Bomb Defusal,1,1,05/06/2022,2022,6,2,Sunday
2253,222,eUnited,Rifler,Nuke,Semi-Final,15,8,9,37.29,257.53,0.07,46.94,0.87,Win,No,dapr,United States,1.1,1.07,3,4,3,Bomb Defusal,1,3,19/04/2023,2023,4,2,Wednesday
2254,485,ORDER,AWPer,Inferno,Final,15,6,10,40.57,195.5,0.14,44.88,0.92,Win,No,USTILO,Australia,1.04,1.03,4,2,2,Bomb Defusal,1,5,21/07/2022,2022,7,3,Thursday
2255,215,Dignitas,Rifler,Overpass,Final,15,9,8,52.5,204.08,0.4,53.25,0.94,Win,No,hallzerk,Norway,1.11,1.07,4,5,2,Bomb Defusal,0,5,10/02/2024,2024,2,1,Saturday
2256,213,paiN,AWPer,Overpass,Qualifier,18,4,8,25.34,260.51,0.39,40.77,0.81,Win,No,hardzao,Brazil,1.14,1.08,6,5,4,Bomb Defusal,0,1,23/04/2022,2022,4,2,Saturday
2257,158,OG,IGL,Inferno,Playoff,11,10,5,50.78,163.57,0.18,50.59,1,Win,No,valde,Denmark,1.13,1.09,4,2,1,Bomb Defusal,1,3,10/02/2022,2022,2,1,Thursday
2258,293,FaZe,Rifler,Mirage,Playoff,10,5,9,51.37,266.16,0.16,40.09,1,Win,No,olofmeister,Sweden,1.11,1.06,2,1,1,Bomb Defusal,1,3,16/03/2022,2022,3,1,Wednesday
2259,279,iBUYPOWER,AWPer,Mirage,Semi-Final,11,7,11,27.77,204.38,0.41,27.78,0.73,Win,No,DaZeD,United States,1.1,1.06,6,1,3,Bomb Defusal,1,3,29/04/2022,2022,4,2,Friday
2260,283,SKADE,Entry Fragger,Overpass,Playoff,5,15,2,43.17,204.38,0.62,38.38,0.87,Win,No,SHiPZ,Bulgaria,1.07,1.06,2,5,1,Bomb Defusal,0,3,01/10/2022,2022,10,4,Saturday
2261,150,9z,Rifler,Inferno,Playoff,11,9,11,37.12,219.69,0.1,37.56,0.87,Loss,No,dgt,Uruguay,1.16,1.09,2,2,1,Bomb Defusal,1,3,14/11/2022,2022,11,4,Monday
2262,69,nerdRage,Rifler,Overpass,Semi-Final,14,8,7,52.09,225.9,0.03,54.75,1,Win,No,jOELZ,Finland,1.17,1.12,3,5,3,Bomb Defusal,0,3,16/04/2024,2024,4,2,Tuesday
2263,328,Virtus.pro,IGL,Nuke,Qualifier,12,9,8,56.53,257.69,0.21,51.16,0.98,Win,No,Qikert,Kazakhstan,1.1,1.05,2,4,4,Bomb Defusal,1,1,19/02/2022,2022,2,1,Saturday
2264,359,Spirit,AWPer,Overpass,Qualifier,10,9,15,54.38,191.75,0.03,40.89,1,Win,No,DavCost,Russia,1.09,1.05,5,5,4,Bomb Defusal,0,1,15/05/2024,2024,5,2,Wednesday
2265,87,Lucid Dream,Rifler,Inferno,Group Stage,16,10,6,41.62,170.74,0.6,50.81,0.94,Win,No,PTC,Thailand,1.18,1.11,1,2,5,Bomb Defusal,1,1,21/02/2022,2022,2,1,Monday
2266,251,5POWER,AWPer,Mirage,Semi-Final,20,9,10,44.25,194.22,0.28,58.33,0.93,Win,No,QKA,China,1.1,1.07,2,1,3,Bomb Defusal,1,3,30/04/2024,2024,4,2,Tuesday
2267,395,Spirit Academy,Rifler,Dust2,Qualifier,14,13,12,34.31,220.18,0.43,41.86,0.82,Win,No,rommi,Russia,1.06,1.05,2,3,4,Bomb Defusal,1,1,02/07/2023,2023,7,3,Sunday
2268,375,Izako Boars,Rifler,Overpass,Final,15,5,11,42.8,231.38,0.2,43.4,1,Win,No,NEEX,Poland,1.08,1.05,2,5,2,Bomb Defusal,0,5,03/07/2022,2022,7,3,Sunday
2269,19,TYLOO,Entry Fragger,Inferno,Qualifier,15,9,10,39.36,215.57,0.66,42.08,1,Win,No,DANK1NG,China,1.24,1.16,1,2,4,Bomb Defusal,1,1,07/08/2023,2023,8,3,Monday
2270,442,Complexity,AWPer,Mirage,Semi-Final,15,7,14,51.38,285.11,0.88,39.89,0.88,Win,No,ANDROID,Canada,1.07,1.04,1,1,3,Bomb Defusal,1,3,20/10/2022,2022,10,4,Thursday
2271,334,Dire Wolves,Rifler,Overpass,Group Stage,20,5,13,38.3,201.99,0.35,47.65,1,Win,No,SaVage,Australia,1.13,1.05,3,5,5,Bomb Defusal,0,1,16/03/2023,2023,3,1,Thursday
2272,19,TYLOO,Entry Fragger,Nuke,Playoff,13,7,11,44.37,224.27,0.39,40.29,0.82,Win,No,DANK1NG,China,1.24,1.16,5,4,1,Bomb Defusal,1,3,12/10/2022,2022,10,4,Wednesday
2273,241,SMASH,AWPer,Dust2,Group Stage,15,12,11,52.39,249.13,0.1,56.2,1,Win,No,fejtZ,Estonia,1.1,1.07,2,3,5,Bomb Defusal,1,1,05/04/2024,2024,4,2,Friday
2274,217,GODSENT,IGL,Dust2,Final,16,4,6,41.12,168.75,0.68,43.76,0.97,Win,No,latto,Brazil,1.13,1.07,6,3,2,Bomb Defusal,1,5,16/01/2024,2024,1,1,Tuesday
2275,50,Movistar Riders,IGL,Dust2,Final,10,8,12,41.04,211.83,0.53,31.22,0.89,Win,No,SunPayus,Spain,1.21,1.13,6,3,2,Bomb Defusal,1,5,04/09/2023,2023,9,3,Monday
2276,284,NRG,Rifler,Mirage,Qualifier,18,8,10,47.37,220.53,0.53,52.39,0.97,Win,No,AnJ,Denmark,1.11,1.06,2,1,4,Bomb Defusal,1,1,10/02/2023,2023,2,1,Friday
2277,436,Evil Geniuses,Rifler,Overpass,Final,11,8,15,50.79,145.31,0.8,32.39,0.83,Win,No,oBo,United States,1.06,1.04,3,5,2,Bomb Defusal,0,5,03/01/2023,2023,1,1,Tuesday
2278,260,Excelerate,Rifler,Mirage,Semi-Final,15,7,6,44.65,182.75,0.15,51.83,1,Win,No,agM,United States,1.09,1.07,1,1,3,Bomb Defusal,1,3,01/06/2022,2022,6,2,Wednesday
2279,390,Jaguar,IGL,Mirage,Final,13,7,12,51.79,174.63,0.77,39.19,0.73,Win,No,BRUNO,Peru,1.02,1.05,4,1,2,Bomb Defusal,1,5,16/04/2023,2023,4,2,Sunday
2280,4,paiN,AWPer,Dust2,Qualifier,20,10,16,25.64,265.26,0.23,44.52,1,Win,No,saffee,Brazil,1.37,1.24,5,3,4,Bomb Defusal,1,1,23/02/2024,2024,2,1,Friday
